Price Dates,Vegetable,Vegetable Price
25-08-2023,Garlic,160.0
27-08-2023,Garlic,150.0
28-08-2023,Garlic,150.0
29-08-2023,Garlic,150.0
30-08-2023,Garlic,150.0
31-08-2023,Garlic,150.0
01-09-2023,Garlic,160.0
03-09-2023,Garlic,160.0
04-09-2023,Garlic,160.0
06-09-2023,Garlic,160.0
07-09-2023,Garlic,160.0
08-09-2023,Garlic,160.0
10-09-2023,Garlic,160.0
11-09-2023,Garlic,160.0
12-09-2023,Garlic,160.0
13-09-2023,Garlic,160.0
14-09-2023,Garlic,160.0
15-09-2023,Garlic,160.0
17-09-2023,Garlic,160.0
18-09-2023,Garlic,160.0
19-09-2023,Garlic,160.0
20-09-2023,Garlic,160.0
21-09-2023,Garlic,160.0
22-09-2023,Garlic,160.0
24-09-2023,Garlic,160.0
25-09-2023,Garlic,170.0
26-09-2023,Garlic,170.0
27-09-2023,Garlic,170.0
28-09-2023,Garlic,170.0
01-10-2023,Garlic,170.0
02-10-2023,Garlic,170.0
03-10-2023,Garlic,170.0
04-10-2023,Garlic,170.0
05-10-2023,Garlic,170.0
06-10-2023,Garlic,170.0
08-10-2023,Garlic,170.0
09-10-2023,Garlic,170.0
10-10-2023,Garlic,170.0
11-10-2023,Garlic,170.0
12-10-2023,Garlic,170.0
13-10-2023,Garlic,170.0
15-10-2023,Garlic,160.0
16-10-2023,Garlic,160.0
17-10-2023,Garlic,160.0
18-10-2023,Garlic,160.0
19-10-2023,Garlic,160.0
20-10-2023,Garlic,160.0
22-10-2023,Garlic,160.0
23-10-2023,Garlic,165.0
24-10-2023,Garlic,165.0
26-10-2023,Garlic,165.0
27-10-2023,Garlic,165.0
29-10-2023,Garlic,165.0
30-10-2023,Garlic,165.0
31-10-2023,Garlic,165.0
02-11-2023,Garlic,165.0
03-11-2023,Garlic,165.0
06-11-2023,Garlic,165.0
07-11-2023,Garlic,190.0
08-11-2023,Garlic,190.0
09-11-2023,Garlic,190.0
10-11-2023,Garlic,190.0
12-11-2023,Garlic,190.0
13-11-2023,Garlic,190.0
14-11-2023,Garlic,190.0
16-11-2023,Garlic,190.0
17-11-2023,Garlic,190.0
19-11-2023,Garlic,190.0
20-11-2023,Garlic,190.0
21-11-2023,Garlic,190.0
22-11-2023,Garlic,190.0
23-11-2023,Garlic,190.0
24-11-2023,Garlic,190.0
26-11-2023,Garlic,230.0
27-11-2023,Garlic,270.0
28-11-2023,Garlic,270.0
29-11-2023,Garlic,270.0
30-11-2023,Garlic,270.0
04-12-2023,Garlic,270.0
05-12-2023,Garlic,270.0
06-12-2023,Garlic,290.0
07-12-2023,Garlic,270.0
08-12-2023,Garlic,270.0
10-12-2023,Garlic,270.0
11-12-2023,Garlic,270.0
12-12-2023,Garlic,270.0
13-12-2023,Garlic,270.0
15-12-2023,Garlic,270.0
17-12-2023,Garlic,270.0
18-12-2023,Garlic,270.0
19-12-2023,Garlic,270.0
20-12-2023,Garlic,270.0
21-12-2023,Garlic,270.0
22-12-2023,Garlic,270.0
24-12-2023,Garlic,270.0
25-12-2023,Garlic,260.0
26-12-2023,Garlic,260.0
27-12-2023,Garlic,260.0
28-12-2023,Garlic,260.0
29-12-2023,Garlic,260.0
31-12-2023,Garlic,250.0
01-01-2024,Garlic,260.0
01-01-2023,Peas,25.0
02-01-2023,Peas,25.0
03-01-2023,Peas,25.0
04-01-2023,Peas,25.0
08-01-2023,Peas,22.0
11-01-2023,Peas,23.0
12-01-2023,Peas,23.0
15-01-2023,Peas,23.0
17-01-2023,Peas,22.0
22-01-2023,Peas,25.0
23-01-2023,Peas,25.0
24-01-2023,Peas,28.0
25-01-2023,Peas,25.0
27-01-2023,Peas,25.0
29-01-2023,Peas,30.0
30-01-2023,Peas,30.0
31-01-2023,Peas,30.0
01-02-2023,Peas,30.0
02-02-2023,Peas,30.0
03-02-2023,Peas,30.0
05-02-2023,Peas,30.0
06-02-2023,Peas,35.0
07-02-2023,Peas,30.0
08-02-2023,Peas,35.0
09-02-2023,Peas,30.0
10-02-2023,Peas,35.0
12-02-2023,Peas,35.0
13-02-2023,Peas,35.0
14-02-2023,Peas,30.0
15-02-2023,Peas,30.0
16-02-2023,Peas,30.0
17-02-2023,Peas,35.0
19-02-2023,Peas,30.0
20-02-2023,Peas,30.0
21-02-2023,Peas,25.0
22-02-2023,Peas,30.0
23-02-2023,Peas,30.0
24-02-2023,Peas,30.0
26-02-2023,Peas,30.0
27-02-2023,Peas,30.0
28-02-2023,Peas,30.0
01-03-2023,Peas,30.0
02-03-2023,Peas,30.0
03-03-2023,Peas,25.0
05-03-2023,Peas,25.0
06-03-2023,Peas,30.0
08-03-2023,Peas,30.0
09-03-2023,Peas,30.0
10-03-2023,Peas,35.0
12-03-2023,Peas,35.0
13-03-2023,Peas,30.0
14-03-2023,Peas,35.0
15-03-2023,Peas,30.0
16-03-2023,Peas,30.0
17-03-2023,Peas,30.0
19-03-2023,Peas,35.0
20-03-2023,Peas,40.0
21-03-2023,Peas,40.0
22-03-2023,Peas,50.0
23-03-2023,Peas,50.0
24-03-2023,Peas,50.0
26-03-2023,Peas,50.0
27-03-2023,Peas,50.0
28-03-2023,Peas,50.0
29-03-2023,Peas,50.0
30-03-2023,Peas,60.0
31-03-2023,Peas,50.0
02-04-2023,Peas,70.0
03-04-2023,Peas,70.0
04-04-2023,Peas,60.0
05-04-2023,Peas,60.0
06-04-2023,Peas,60.0
07-04-2023,Peas,65.0
09-04-2023,Peas,60.0
10-04-2023,Peas,66.0
11-04-2023,Peas,60.0
12-04-2023,Peas,70.0
13-04-2023,Peas,70.0
14-04-2023,Peas,60.0
16-04-2023,Peas,65.0
17-04-2023,Peas,70.0
18-04-2023,Peas,70.0
19-04-2023,Peas,65.0
21-04-2023,Peas,70.0
23-04-2023,Peas,60.0
24-04-2023,Peas,70.0
25-04-2023,Peas,70.0
26-04-2023,Peas,80.0
27-04-2023,Peas,80.0
28-04-2023,Peas,80.0
30-04-2023,Peas,80.0
02-05-2023,Peas,80.0
03-05-2023,Peas,70.0
04-05-2023,Peas,70.0
05-05-2023,Peas,70.0
07-05-2023,Peas,70.0
08-05-2023,Peas,70.0
09-05-2023,Peas,60.0
10-05-2023,Peas,60.0
11-05-2023,Peas,60.0
12-05-2023,Peas,60.0
14-05-2023,Peas,60.0
15-05-2023,Peas,60.0
16-05-2023,Peas,70.0
17-05-2023,Peas,60.0
18-05-2023,Peas,55.0
19-05-2023,Peas,60.0
21-05-2023,Peas,60.0
23-05-2023,Peas,60.0
24-05-2023,Peas,60.0
25-05-2023,Peas,60.0
26-05-2023,Peas,60.0
28-05-2023,Peas,60.0
29-05-2023,Peas,60.0
30-05-2023,Peas,60.0
31-05-2023,Peas,60.0
01-06-2023,Peas,50.0
02-06-2023,Peas,60.0
04-06-2023,Peas,50.0
05-06-2023,Peas,50.0
06-06-2023,Peas,60.0
07-06-2023,Peas,60.0
08-06-2023,Peas,60.0
11-06-2023,Peas,55.0
12-06-2023,Peas,60.0
13-06-2023,Peas,60.0
14-06-2023,Peas,60.0
15-06-2023,Peas,60.0
16-06-2023,Peas,55.0
18-06-2023,Peas,60.0
19-06-2023,Peas,70.0
20-06-2023,Peas,70.0
21-06-2023,Peas,70.0
22-06-2023,Peas,70.0
23-06-2023,Peas,80.0
25-06-2023,Peas,70.0
26-06-2023,Peas,80.0
27-06-2023,Peas,80.0
28-06-2023,Peas,70.0
29-06-2023,Peas,70.0
30-06-2023,Peas,80.0
02-07-2023,Peas,80.0
03-07-2023,Peas,80.0
04-07-2023,Peas,70.0
05-07-2023,Peas,70.0
06-07-2023,Peas,80.0
07-07-2023,Peas,80.0
09-07-2023,Peas,80.0
11-07-2023,Peas,80.0
12-07-2023,Peas,100.0
13-07-2023,Peas,110.0
14-07-2023,Peas,120.0
16-07-2023,Peas,100.0
17-07-2023,Peas,80.0
18-07-2023,Peas,150.0
19-07-2023,Peas,120.0
20-07-2023,Peas,110.0
21-07-2023,Peas,120.0
23-07-2023,Peas,120.0
24-07-2023,Peas,120.0
25-07-2023,Peas,120.0
26-07-2023,Peas,130.0
27-07-2023,Peas,130.0
28-07-2023,Peas,120.0
30-07-2023,Peas,150.0
31-07-2023,Peas,120.0
01-08-2023,Peas,100.0
02-08-2023,Peas,100.0
03-08-2023,Peas,150.0
04-08-2023,Peas,120.0
06-08-2023,Peas,120.0
07-08-2023,Peas,130.0
08-08-2023,Peas,120.0
09-08-2023,Peas,100.0
10-08-2023,Peas,80.0
11-08-2023,Peas,80.0
13-08-2023,Peas,60.0
14-08-2023,Peas,60.0
17-08-2023,Peas,70.0
18-08-2023,Peas,70.0
20-08-2023,Peas,60.0
21-08-2023,Peas,50.0
22-08-2023,Peas,50.0
23-08-2023,Peas,55.0
24-08-2023,Peas,50.0
25-08-2023,Peas,50.0
27-08-2023,Peas,50.0
28-08-2023,Peas,55.0
29-08-2023,Peas,50.0
30-08-2023,Peas,50.0
31-08-2023,Peas,50.0
01-09-2023,Peas,50.0
03-09-2023,Peas,50.0
04-09-2023,Peas,50.0
06-09-2023,Peas,50.0
07-09-2023,Peas,50.0
08-09-2023,Peas,50.0
10-09-2023,Peas,55.0
11-09-2023,Peas,65.0
12-09-2023,Peas,65.0
13-09-2023,Peas,60.0
14-09-2023,Peas,70.0
15-09-2023,Peas,65.0
17-09-2023,Peas,70.0
18-09-2023,Peas,90.0
19-09-2023,Peas,85.0
20-09-2023,Peas,85.0
21-09-2023,Peas,100.0
22-09-2023,Peas,90.0
24-09-2023,Peas,80.0
25-09-2023,Peas,90.0
26-09-2023,Peas,90.0
27-09-2023,Peas,90.0
28-09-2023,Peas,90.0
01-10-2023,Peas,100.0
02-10-2023,Peas,90.0
03-10-2023,Peas,100.0
04-10-2023,Peas,110.0
05-10-2023,Peas,110.0
06-10-2023,Peas,130.0
08-10-2023,Peas,120.0
09-10-2023,Peas,140.0
10-10-2023,Peas,140.0
11-10-2023,Peas,150.0
12-10-2023,Peas,130.0
13-10-2023,Peas,120.0
15-10-2023,Peas,150.0
16-10-2023,Peas,130.0
17-10-2023,Peas,130.0
18-10-2023,Peas,130.0
19-10-2023,Peas,130.0
20-10-2023,Peas,140.0
22-10-2023,Peas,130.0
23-10-2023,Peas,120.0
24-10-2023,Peas,120.0
26-10-2023,Peas,120.0
27-10-2023,Peas,120.0
29-10-2023,Peas,120.0
30-10-2023,Peas,120.0
31-10-2023,Peas,120.0
02-11-2023,Peas,110.0
03-11-2023,Peas,130.0
06-11-2023,Peas,120.0
07-11-2023,Peas,120.0
08-11-2023,Peas,130.0
09-11-2023,Peas,120.0
10-11-2023,Peas,100.0
12-11-2023,Peas,120.0
13-11-2023,Peas,90.0
14-11-2023,Peas,100.0
16-11-2023,Peas,120.0
17-11-2023,Peas,70.0
19-11-2023,Peas,60.0
20-11-2023,Peas,55.0
21-11-2023,Peas,50.0
22-11-2023,Peas,40.0
23-11-2023,Peas,42.0
24-11-2023,Peas,40.0
26-11-2023,Peas,40.0
27-11-2023,Peas,35.0
28-11-2023,Peas,35.0
29-11-2023,Peas,32.0
30-11-2023,Peas,40.0
04-12-2023,Peas,40.0
05-12-2023,Peas,40.0
06-12-2023,Peas,40.0
07-12-2023,Peas,40.0
08-12-2023,Peas,50.0
10-12-2023,Peas,50.0
11-12-2023,Peas,40.0
12-12-2023,Peas,40.0
13-12-2023,Peas,40.0
15-12-2023,Peas,35.0
17-12-2023,Peas,40.0
18-12-2023,Peas,35.0
19-12-2023,Peas,30.0
20-12-2023,Peas,35.0
21-12-2023,Peas,40.0
22-12-2023,Peas,40.0
24-12-2023,Peas,35.0
25-12-2023,Peas,30.0
26-12-2023,Peas,30.0
27-12-2023,Peas,40.0
28-12-2023,Peas,30.0
29-12-2023,Peas,30.0
31-12-2023,Peas,40.0
01-01-2024,Peas,40.0
01-01-2023,Methi,8.0
02-01-2023,Methi,7.0
03-01-2023,Methi,7.0
04-01-2023,Methi,7.0
08-01-2023,Methi,6.0
11-01-2023,Methi,6.0
12-01-2023,Methi,6.0
15-01-2023,Methi,7.0
17-01-2023,Methi,10.0
22-01-2023,Methi,9.0
23-01-2023,Methi,8.0
24-01-2023,Methi,15.0
25-01-2023,Methi,15.0
27-01-2023,Methi,15.0
29-01-2023,Methi,15.0
30-01-2023,Methi,15.0
31-01-2023,Methi,15.0
01-02-2023,Methi,12.0
02-02-2023,Methi,12.0
03-02-2023,Methi,14.0
05-02-2023,Methi,12.0
06-02-2023,Methi,12.0
07-02-2023,Methi,10.0
08-02-2023,Methi,10.0
09-02-2023,Methi,10.0
10-02-2023,Methi,10.0
12-02-2023,Methi,8.0
13-02-2023,Methi,7.0
14-02-2023,Methi,7.0
15-02-2023,Methi,6.0
16-02-2023,Methi,6.0
17-02-2023,Methi,8.0
19-02-2023,Methi,5.0
20-02-2023,Methi,5.0
21-02-2023,Methi,5.0
22-02-2023,Methi,6.0
23-02-2023,Methi,5.0
24-02-2023,Methi,6.0
26-02-2023,Methi,6.0
27-02-2023,Methi,6.0
28-02-2023,Methi,7.0
01-03-2023,Methi,6.0
02-03-2023,Methi,7.0
03-03-2023,Methi,8.0
05-03-2023,Methi,6.0
06-03-2023,Methi,7.0
08-03-2023,Methi,7.0
09-03-2023,Methi,5.0
10-03-2023,Methi,5.0
12-03-2023,Methi,6.0
13-03-2023,Methi,7.0
14-03-2023,Methi,6.0
15-03-2023,Methi,8.0
16-03-2023,Methi,6.0
17-03-2023,Methi,6.0
19-03-2023,Methi,7.0
20-03-2023,Methi,7.0
21-03-2023,Methi,6.0
22-03-2023,Methi,7.0
23-03-2023,Methi,7.0
24-03-2023,Methi,7.0
26-03-2023,Methi,8.0
27-03-2023,Methi,8.0
28-03-2023,Methi,10.0
29-03-2023,Methi,10.0
30-03-2023,Methi,10.0
31-03-2023,Methi,10.0
02-04-2023,Methi,10.0
03-04-2023,Methi,10.0
04-04-2023,Methi,12.0
05-04-2023,Methi,12.0
06-04-2023,Methi,10.0
07-04-2023,Methi,12.0
09-04-2023,Methi,12.0
10-04-2023,Methi,12.0
11-04-2023,Methi,12.0
12-04-2023,Methi,12.0
13-04-2023,Methi,12.0
14-04-2023,Methi,14.0
16-04-2023,Methi,15.0
17-04-2023,Methi,14.0
18-04-2023,Methi,14.0
19-04-2023,Methi,14.0
21-04-2023,Methi,15.0
23-04-2023,Methi,15.0
24-04-2023,Methi,12.0
25-04-2023,Methi,15.0
26-04-2023,Methi,16.0
27-04-2023,Methi,15.0
28-04-2023,Methi,15.0
30-04-2023,Methi,15.0
02-05-2023,Methi,12.0
03-05-2023,Methi,12.0
04-05-2023,Methi,10.0
05-05-2023,Methi,8.0
07-05-2023,Methi,10.0
08-05-2023,Methi,10.0
09-05-2023,Methi,10.0
10-05-2023,Methi,10.0
11-05-2023,Methi,10.0
12-05-2023,Methi,10.0
14-05-2023,Methi,10.0
15-05-2023,Methi,15.0
16-05-2023,Methi,12.0
17-05-2023,Methi,15.0
18-05-2023,Methi,15.0
19-05-2023,Methi,16.0
21-05-2023,Methi,15.0
23-05-2023,Methi,12.0
24-05-2023,Methi,12.0
25-05-2023,Methi,12.0
26-05-2023,Methi,10.0
28-05-2023,Methi,10.0
29-05-2023,Methi,10.0
30-05-2023,Methi,10.0
31-05-2023,Methi,12.0
01-06-2023,Methi,12.0
02-06-2023,Methi,20.0
04-06-2023,Methi,10.0
05-06-2023,Methi,15.0
06-06-2023,Methi,16.0
07-06-2023,Methi,14.0
08-06-2023,Methi,15.0
11-06-2023,Methi,16.0
12-06-2023,Methi,15.0
13-06-2023,Methi,12.0
14-06-2023,Methi,15.0
15-06-2023,Methi,15.0
16-06-2023,Methi,15.0
18-06-2023,Methi,16.0
19-06-2023,Methi,20.0
20-06-2023,Methi,20.0
21-06-2023,Methi,16.0
22-06-2023,Methi,16.0
23-06-2023,Methi,20.0
25-06-2023,Methi,16.0
26-06-2023,Methi,18.0
27-06-2023,Methi,16.0
28-06-2023,Methi,15.0
29-06-2023,Methi,16.0
30-06-2023,Methi,20.0
02-07-2023,Methi,22.0
03-07-2023,Methi,22.0
04-07-2023,Methi,20.0
05-07-2023,Methi,20.0
06-07-2023,Methi,25.0
07-07-2023,Methi,20.0
09-07-2023,Methi,20.0
11-07-2023,Methi,2000.0
12-07-2023,Methi,18.0
13-07-2023,Methi,18.0
14-07-2023,Methi,18.0
16-07-2023,Methi,16.0
17-07-2023,Methi,16.0
18-07-2023,Methi,14.0
19-07-2023,Methi,12.0
20-07-2023,Methi,20.0
21-07-2023,Methi,12.0
23-07-2023,Methi,10.0
24-07-2023,Methi,7.0
25-07-2023,Methi,7.0
26-07-2023,Methi,8.0
27-07-2023,Methi,8.0
28-07-2023,Methi,10.0
30-07-2023,Methi,8.0
31-07-2023,Methi,7.0
01-08-2023,Methi,8.0
02-08-2023,Methi,7.0
03-08-2023,Methi,8.0
04-08-2023,Methi,7.0
06-08-2023,Methi,8.0
07-08-2023,Methi,8.0
08-08-2023,Methi,8.0
09-08-2023,Methi,8.0
10-08-2023,Methi,7.0
11-08-2023,Methi,6.0
13-08-2023,Methi,7.0
14-08-2023,Methi,7.0
17-08-2023,Methi,7.0
18-08-2023,Methi,7.0
20-08-2023,Methi,6.0
21-08-2023,Methi,8.0
22-08-2023,Methi,10.0
23-08-2023,Methi,10.0
24-08-2023,Methi,10.0
25-08-2023,Methi,12.0
27-08-2023,Methi,10.0
28-08-2023,Methi,16.0
29-08-2023,Methi,12.0
30-08-2023,Methi,16.0
31-08-2023,Methi,12.0
01-09-2023,Methi,12.0
03-09-2023,Methi,12.0
04-09-2023,Methi,10.0
06-09-2023,Methi,16.0
07-09-2023,Methi,12.0
08-09-2023,Methi,13.0
10-09-2023,Methi,12.0
11-09-2023,Methi,15.0
12-09-2023,Methi,15.0
13-09-2023,Methi,15.0
14-09-2023,Methi,15.0
15-09-2023,Methi,16.0
17-09-2023,Methi,17.0
18-09-2023,Methi,20.0
19-09-2023,Methi,20.0
20-09-2023,Methi,25.0
21-09-2023,Methi,22.0
22-09-2023,Methi,25.0
24-09-2023,Methi,22.0
25-09-2023,Methi,20.0
26-09-2023,Methi,16.0
27-09-2023,Methi,20.0
28-09-2023,Methi,18.0
01-10-2023,Methi,25.0
02-10-2023,Methi,20.0
03-10-2023,Methi,20.0
04-10-2023,Methi,25.0
05-10-2023,Methi,22.0
06-10-2023,Methi,25.0
08-10-2023,Methi,22.0
09-10-2023,Methi,30.0
10-10-2023,Methi,30.0
11-10-2023,Methi,25.0
12-10-2023,Methi,28.0
13-10-2023,Methi,25.0
15-10-2023,Methi,35.0
16-10-2023,Methi,35.0
17-10-2023,Methi,30.0
18-10-2023,Methi,28.0
19-10-2023,Methi,28.0
20-10-2023,Methi,30.0
22-10-2023,Methi,30.0
23-10-2023,Methi,30.0
24-10-2023,Methi,22.0
26-10-2023,Methi,30.0
27-10-2023,Methi,25.0
29-10-2023,Methi,22.0
30-10-2023,Methi,25.0
31-10-2023,Methi,25.0
02-11-2023,Methi,23.0
03-11-2023,Methi,20.0
06-11-2023,Methi,20.0
07-11-2023,Methi,10.0
08-11-2023,Methi,15.0
09-11-2023,Methi,12.0
10-11-2023,Methi,12.0
12-11-2023,Methi,12.0
13-11-2023,Methi,12.0
14-11-2023,Methi,12.0
16-11-2023,Methi,15.0
17-11-2023,Methi,12.0
19-11-2023,Methi,10.0
20-11-2023,Methi,8.0
21-11-2023,Methi,9.0
22-11-2023,Methi,9.0
23-11-2023,Methi,10.0
24-11-2023,Methi,8.0
26-11-2023,Methi,8.0
27-11-2023,Methi,8.0
28-11-2023,Methi,10.0
29-11-2023,Methi,8.0
30-11-2023,Methi,7.0
04-12-2023,Methi,8.0
05-12-2023,Methi,8.0
06-12-2023,Methi,7.0
07-12-2023,Methi,8.0
08-12-2023,Methi,10.0
10-12-2023,Methi,10.0
11-12-2023,Methi,12.0
12-12-2023,Methi,13.0
13-12-2023,Methi,12.0
15-12-2023,Methi,15.0
17-12-2023,Methi,12.0
18-12-2023,Methi,25.0
19-12-2023,Methi,23.0
20-12-2023,Methi,22.0
21-12-2023,Methi,20.0
22-12-2023,Methi,18.0
24-12-2023,Methi,18.0
25-12-2023,Methi,18.0
26-12-2023,Methi,18.0
27-12-2023,Methi,16.0
28-12-2023,Methi,20.0
29-12-2023,Methi,18.0
31-12-2023,Methi,16.0
01-01-2024,Methi,15.0
01-01-2023,Green Chilli,45.0
02-01-2023,Green Chilli,40.0
03-01-2023,Green Chilli,40.0
04-01-2023,Green Chilli,40.0
08-01-2023,Green Chilli,35.0
11-01-2023,Green Chilli,35.0
12-01-2023,Green Chilli,35.0
15-01-2023,Green Chilli,35.0
17-01-2023,Green Chilli,40.0
22-01-2023,Green Chilli,40.0
23-01-2023,Green Chilli,40.0
24-01-2023,Green Chilli,35.0
25-01-2023,Green Chilli,35.0
27-01-2023,Green Chilli,35.0
29-01-2023,Green Chilli,35.0
30-01-2023,Green Chilli,35.0
31-01-2023,Green Chilli,35.0
01-02-2023,Green Chilli,45.0
02-02-2023,Green Chilli,42.0
03-02-2023,Green Chilli,40.0
05-02-2023,Green Chilli,40.0
06-02-2023,Green Chilli,40.0
07-02-2023,Green Chilli,50.0
08-02-2023,Green Chilli,40.0
09-02-2023,Green Chilli,40.0
10-02-2023,Green Chilli,40.0
12-02-2023,Green Chilli,40.0
13-02-2023,Green Chilli,40.0
14-02-2023,Green Chilli,40.0
15-02-2023,Green Chilli,40.0
16-02-2023,Green Chilli,40.0
17-02-2023,Green Chilli,40.0
19-02-2023,Green Chilli,40.0
20-02-2023,Green Chilli,40.0
21-02-2023,Green Chilli,40.0
22-02-2023,Green Chilli,30.0
23-02-2023,Green Chilli,40.0
24-02-2023,Green Chilli,40.0
26-02-2023,Green Chilli,35.0
27-02-2023,Green Chilli,40.0
28-02-2023,Green Chilli,40.0
01-03-2023,Green Chilli,50.0
02-03-2023,Green Chilli,40.0
03-03-2023,Green Chilli,40.0
05-03-2023,Green Chilli,40.0
06-03-2023,Green Chilli,40.0
08-03-2023,Green Chilli,35.0
09-03-2023,Green Chilli,60.0
10-03-2023,Green Chilli,50.0
12-03-2023,Green Chilli,35.0
13-03-2023,Green Chilli,40.0
14-03-2023,Green Chilli,40.0
15-03-2023,Green Chilli,40.0
16-03-2023,Green Chilli,40.0
17-03-2023,Green Chilli,50.0
19-03-2023,Green Chilli,45.0
20-03-2023,Green Chilli,45.0
21-03-2023,Green Chilli,45.0
22-03-2023,Green Chilli,50.0
23-03-2023,Green Chilli,50.0
24-03-2023,Green Chilli,50.0
26-03-2023,Green Chilli,50.0
27-03-2023,Green Chilli,50.0
28-03-2023,Green Chilli,50.0
29-03-2023,Green Chilli,50.0
30-03-2023,Green Chilli,50.0
31-03-2023,Green Chilli,50.0
02-04-2023,Green Chilli,50.0
03-04-2023,Green Chilli,50.0
04-04-2023,Green Chilli,50.0
05-04-2023,Green Chilli,40.0
06-04-2023,Green Chilli,40.0
07-04-2023,Green Chilli,40.0
09-04-2023,Green Chilli,40.0
10-04-2023,Green Chilli,50.0
11-04-2023,Green Chilli,40.0
12-04-2023,Green Chilli,40.0
13-04-2023,Green Chilli,40.0
14-04-2023,Green Chilli,0.13
16-04-2023,Green Chilli,35.0
17-04-2023,Green Chilli,50.0
18-04-2023,Green Chilli,50.0
19-04-2023,Green Chilli,35.0
21-04-2023,Green Chilli,40.0
23-04-2023,Green Chilli,30.0
24-04-2023,Green Chilli,30.0
25-04-2023,Green Chilli,40.0
26-04-2023,Green Chilli,30.0
27-04-2023,Green Chilli,30.0
28-04-2023,Green Chilli,30.0
30-04-2023,Green Chilli,30.0
02-05-2023,Green Chilli,40.0
03-05-2023,Green Chilli,32.0
04-05-2023,Green Chilli,30.0
05-05-2023,Green Chilli,32.0
07-05-2023,Green Chilli,30.0
08-05-2023,Green Chilli,35.0
09-05-2023,Green Chilli,40.0
10-05-2023,Green Chilli,35.0
11-05-2023,Green Chilli,35.0
12-05-2023,Green Chilli,30.0
14-05-2023,Green Chilli,30.0
15-05-2023,Green Chilli,30.0
16-05-2023,Green Chilli,30.0
17-05-2023,Green Chilli,45.0
18-05-2023,Green Chilli,50.0
19-05-2023,Green Chilli,50.0
21-05-2023,Green Chilli,40.0
23-05-2023,Green Chilli,50.0
24-05-2023,Green Chilli,40.0
25-05-2023,Green Chilli,40.0
26-05-2023,Green Chilli,40.0
28-05-2023,Green Chilli,40.0
29-05-2023,Green Chilli,35.0
30-05-2023,Green Chilli,40.0
31-05-2023,Green Chilli,40.0
01-06-2023,Green Chilli,40.0
02-06-2023,Green Chilli,40.0
04-06-2023,Green Chilli,50.0
05-06-2023,Green Chilli,50.0
06-06-2023,Green Chilli,60.0
07-06-2023,Green Chilli,45.0
08-06-2023,Green Chilli,50.0
11-06-2023,Green Chilli,50.0
12-06-2023,Green Chilli,50.0
13-06-2023,Green Chilli,50.0
14-06-2023,Green Chilli,40.0
15-06-2023,Green Chilli,70.0
16-06-2023,Green Chilli,65.0
18-06-2023,Green Chilli,50.0
19-06-2023,Green Chilli,60.0
20-06-2023,Green Chilli,60.0
21-06-2023,Green Chilli,50.0
22-06-2023,Green Chilli,50.0
23-06-2023,Green Chilli,60.0
25-06-2023,Green Chilli,60.0
26-06-2023,Green Chilli,60.0
27-06-2023,Green Chilli,60.0
28-06-2023,Green Chilli,70.0
29-06-2023,Green Chilli,70.0
30-06-2023,Green Chilli,70.0
02-07-2023,Green Chilli,80.0
03-07-2023,Green Chilli,70.0
04-07-2023,Green Chilli,60.0
05-07-2023,Green Chilli,90.0
06-07-2023,Green Chilli,80.0
07-07-2023,Green Chilli,90.0
09-07-2023,Green Chilli,80.0
11-07-2023,Green Chilli,80.0
12-07-2023,Green Chilli,70.0
13-07-2023,Green Chilli,75.0
14-07-2023,Green Chilli,70.0
16-07-2023,Green Chilli,70.0
17-07-2023,Green Chilli,70.0
18-07-2023,Green Chilli,70.0
19-07-2023,Green Chilli,90.0
20-07-2023,Green Chilli,80.0
21-07-2023,Green Chilli,80.0
23-07-2023,Green Chilli,80.0
24-07-2023,Green Chilli,70.0
25-07-2023,Green Chilli,70.0
26-07-2023,Green Chilli,60.0
27-07-2023,Green Chilli,60.0
28-07-2023,Green Chilli,60.0
30-07-2023,Green Chilli,70.0
31-07-2023,Green Chilli,50.0
01-08-2023,Green Chilli,50.0
02-08-2023,Green Chilli,50.0
03-08-2023,Green Chilli,50.0
04-08-2023,Green Chilli,50.0
06-08-2023,Green Chilli,40.0
07-08-2023,Green Chilli,40.0
08-08-2023,Green Chilli,50.0
09-08-2023,Green Chilli,60.0
10-08-2023,Green Chilli,50.0
11-08-2023,Green Chilli,40.0
13-08-2023,Green Chilli,40.0
14-08-2023,Green Chilli,40.0
17-08-2023,Green Chilli,40.0
18-08-2023,Green Chilli,40.0
20-08-2023,Green Chilli,35.0
21-08-2023,Green Chilli,40.0
22-08-2023,Green Chilli,45.0
23-08-2023,Green Chilli,50.0
24-08-2023,Green Chilli,40.0
25-08-2023,Green Chilli,40.0
27-08-2023,Green Chilli,35.0
28-08-2023,Green Chilli,40.0
29-08-2023,Green Chilli,35.0
30-08-2023,Green Chilli,35.0
31-08-2023,Green Chilli,35.0
01-09-2023,Green Chilli,30.0
03-09-2023,Green Chilli,40.0
04-09-2023,Green Chilli,40.0
06-09-2023,Green Chilli,60.0
07-09-2023,Green Chilli,35.0
08-09-2023,Green Chilli,30.0
10-09-2023,Green Chilli,40.0
11-09-2023,Green Chilli,40.0
12-09-2023,Green Chilli,40.0
13-09-2023,Green Chilli,35.0
14-09-2023,Green Chilli,40.0
15-09-2023,Green Chilli,35.0
17-09-2023,Green Chilli,40.0
18-09-2023,Green Chilli,45.0
19-09-2023,Green Chilli,40.0
20-09-2023,Green Chilli,30.0
